year,entry_num,exit_num,name,entry_time,exit_time,total_time,elim_by,solo_elim,group_elim,illegal_elim,alignment,tag_overlap,tag_team,tag_partner,illegal_exit,accidental_exit,cum_elim,avg_cum_elim,world_champ,,cum_time,avg_cum_time,prev_app,us_champ,cruise_champ,break_begin,break_end,total_break,break,world_reigns,ic_reigns,us_reigns
1993,18,19,Irwin R. Schyster,02:00:40,02:17:25,,Earthquake,0,0,0,heel,,1,Ted DiBiase,0,,,,0,,,,,,,01:58:25,02:01:20 ,,,,,
1993,19,20,Tatanka,02:02:22,02:19:15,,Yokozuna,0,0,0,face,,0,0,0,,,,0,,,,,,,02:00:40,02:01:20,,,,,
1993,20,24,Jerry Sags,02:04:25,02:26:16,,Owen Hart,0,0,0,face,,1,Brian Knobbs,0,,,,0,,,,,,,,,,,,,
1993,21,16,Typhoon,02:06:29,02:11:42,,Earthquake,0,0,0,heel,,1,Earthquake,0,,,,0,,,,,,,,,,,,,
1993,22,18,Fatu,02:08:39,02:15:10,,Bob Backlund,0,0,0,heel,,1,Samu,0,,,,0,,,,,,,,,,,,,
1993,23,22,Earthquake,02:10:44,02:21:45,,Yokozuna,2,0,0,heel,,1,Typhoon,0,,,,0,,,,,,,,,,,,,
1993,24,21,Carlos Colon,02:12:52,02:20:17,,Yokozuna,1,0,0,face,,,0,0,,,,0,,,,,,,,,,,,,
1993,25,23,Tito Santana,02:14:55,02:25:58,,Yokozuna,0,0,0,face,,,0,0,,,,0,,,,,,,,,,,,,
1993,26,27,Rick Martel,02:16:59,02:28:21,,Bob Backlund,0,0,0,heel,,,0,0,,,,0,,,,,,,,,,,,,
1993,27,30,Yokozuna,02:19:35,02:34:28,,Winner,7,0,0,heel,,,0,0,,,,0,,,,,,,,,,,,,
1993,28,25,Owen Hart,02:21:07,02:26:45,,Yokozuna,1,0,0,face,,1,Koko B. Ware,0,,,,0,,,,,,,,,,,,,
1993,29,26,Repo Man,02:23:20,02:26:51,,Randy Savage,0,0,0,heel,,,0,0,,,,0,,,,,,,,,,,,,
1993,30,29,Randy Savage,02:25:26,02:34:28,,Yokozuna,1,0,0,face,,,0,0,,,,1,,,,,,,,,,,,,
1994,1,4,Scott Steiner,01:37:56,01:46:59,,Diesel,1,0,0,face,,1,Rick Steiner,0,,,,0,,,,,,,,,,,,,
1994,2,1,Samu,01:37:56,01:41:12,,Scott Steiner,0,0,0,heel,,1,Fatu,0,,,,0,,,,,,,,,,,,,
1994,3,2,Rick Steiner,01:39:49,01:43:46,,Owen Hart,0,0,0,face,,1,Scott Steiner,0,,,,0,,,,,,,,,,,,,
1994,4,6,Kwang,01:41:23,01:47:20,,Diesel,0,0,0,heel,,0,0,,,,,0,,,,,,,,,,,,,
1994,5,5,Owen Hart,01:42:56,01:47:06,,Diesel,1,0,0,heel,,0,0,,,,,0,,,,,,,,,,,,,
1994,6,3,Bart Gunn,01:44:23,01:46:53,,Diesel,0,0,0,face,,1,Billy Gunn,,,,,0,,,,,,,,,,,,,
1994,7,13,Diesel,01:46:13,02:03:56,,"Bam Bam Bigelow, Crush, Mabel, Thurman""Sparky"" Plugg, Shawn Michaels",7,0,0,heel,,1,Shawn Michaels,,,,,0,,,,,,,,,,,,,
1994,8,7,Bob Backlund,01:47:35,01:48:16,,Diesel,0,0,0,face,,0,0,,,,,1,,,,,,,,,,,,,
1994,9,8,Billy Gunn,01:49:09,01:49:23,,Diesel,0,0,0,face,,1,Bart Gunn,,,,,0,,,,,,,,,,,,,
1994,10,9,Virgil,01:50:39,01:51:11,,Diesel,0,0,0,face,,0,0,,,,,0,,,,,,,,,,,,,
1994,11,11,Randy Savage,01:52:28,01:57:06,,Crush,1,0,0,face,,0,0,,,,,1,,,,,,,,,,,,,
1994,12,10,Jeff Jarrett,01:53:51,01:55:10,,Randy Savage,0,0,0,heel,,0,0,,,,,0,,,,,,,,,,,,,
1994,13,17,Crush,01:55:30,02:20:35,,"Bam Bam Bigelow, Bret Hart, Lex Luger, Thurmann ""Sparky"" Plugg",1,2,0,heel,,0,0,,,,,0,,,,,,,,,,,,,
1994,14,12,Doink the Clown,01:57:17,01:59:08,,Bam Bam Bigelow,0,0,0,face,,0,0,,,,,0,,,,,,,,,,,,,
1994,15,24,Bam Bam Bigelow,01:58:48,02:29:02,,Lex Luger,2,3,0,heel,,0,0,,,,,0,,,,,,,,,,,,,
1994,16,14,Mabel,02:00:32,02:10:28,,"Bam Bam Bigelow, Crush, Great Kabuki, Greg Valentine, Shawn Michaels, Tatanka, Thurmann ""Sparky"" Plugg",0,1,0,face,,1,Mo,,,,,0,,,,,,,,,,,,,
1994,17,18,"Thurman ""Sparky"" Plugg",02:01:42,02:23:17,,"Bret Hart, Shawn Michaels",0,3,0,face,,0,0,,,,,0,,,,,,,,,,,,,
1994,18,28,Shawn Michaels,02:03:19,02:32:39,,Lex Luger,1,3,0,heel,,1,Diesel,,,,,0,,,,,,,,,,,,,
1994,19,22,Mo,02:05:04,02:27:52,,Fatu,0,0,0,face,,1,Mabel,,,,,0,,,,,,,,,,,,,
1994,20,19,Greg Valentine,02:06:30,02:27:12,,Rick Martel,0,0,0,face,,0,0,,,,,0,,,,,,,,,,,,,
1994,21,23,Tatanka,02:08:03,02:28:12,,Bam Bam Bigelow,1,1,0,face,,0,,,,,,0,,,,,,,,,,,,,
1994,22,15,The Great Kabuki,02:09:49,02:11:36,,Lex Luger,0,1,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1994,23,29,Lex Luger,02:11:12,02:33:03,,Bret Hart,4,2,0,face,,0,,,,,,1,,,,,,,,,,,,,
1994,24,26,Genichiro Tenryu,02:13:04,02:30:27,,"Bret Hart, Lex Luger",0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1994,25,16,Bastion Booger,02:14:20,02:14:20,,DQ,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1994,26,20,Rick Martel,02:16:07,02:27:29,,Tatanka,1,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1994,27,29,Bret Hart,02:18:05,02:33:03,,Lex Luger,2,2,0,face,,0,,,,,,1,,,,,,,,,,,,,
1994,28,27,Fatu,02:19:34,02:32:38,,Bret Hart,1,0,0,heel,,1,Samu,,,,,0,,,,,,,,,,,,,
1994,29,25,Marty Jannetty,02:20:49,02:29:09,,Shawn Michaels,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1994,30,21,Adam Bomb,02:22:50,02:27:46,,Lex Luger,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1995,1,30,Shawn Michaels,02:01:06,02:39:47,,Winner,7,1,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1995,2,29,The British Bulldog,02:01:06,02:39:47,,Shawn Michaels,4,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1995,3,9,Eli Blu,02:02:19,02:12:16,,Sione,1,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1995,4,3,Duke Droese,02:03:13,02:11:24,,Shawn Michaels,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1995,5,1,Jimmy Del Ray,02:04:11,02:05:36,,The British Bulldog,0,0,0,heel,,1,Tom Prichard,,,,,0,,,,,,,,,,,,,
1995,6,10,Sione,02:05:20,02:12:16,,Eli Blu,3,0,0,heel,,1,Fatu,,,,,0,,,,,,,,,,,,,
1995,7,6,Tom Prichard,02:06:14,02:11:44,,Shawn Michaels,0,0,0,heel,,1,Jimmy Del Ray,,,,,0,,,,,,,,,,,,,
1995,8,7,Doink the Clown,02:07:18,02:12:07,,Kwang,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1995,9,8,Kwang,02:08:11,02:12:11,,Sione,1,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1995,10,5,Rick Martel,02:09:14,02:11:42,,Sione,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1995,11,2,Owen Hart,02:10:26,02:11:15,,The British Bulldog,0,0,0,heel,,0,,1,,,,0,,,,,,,,,,,,,
1995,12,4,Timothy Well,02:11:16,02:11:38,,The British Bulldog,0,0,0,heel,,1,Jacob Dunn,,,,,0,,,,,,,,,,,,,
1995,13,11,Bushwhacker Luke,02:12:19,02:12:31,,Shawn Michaels,0,0,0,face,,1,Bushwhacker Butch,,,,,0,,,,,,,,,,,,,
1995,14,12,Jacob Blu,02:13:13,02:13:30,,Shawn Michaels,0,0,0,heel,,1,Eli Blu,,,,,0,,,,,,,,,,,,,
1995,15,14,King Kong Bundy,02:14:26,02:17:25,,Mabel,1,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1995,16,13,Mo,02:15:12,02:15:16,,King Kong Bundy,0,0,0,face,,1,Mabel,,,,,0,,,,,,,,,,,,,
1995,17,16,Mabel,02:16:26,02:18:23,,Lex Luger,1,0,0,face,,1,Mo,,,,,0,,,,,,,,,,,,,
1995,18,15,Bushwhacker Butch,02:17:21,02:17:39,,Shawn Michaels,0,0,0,face,,1,Bushwhacker Luke,,,,,0,,,,,,,,,,,,,
1995,19,27,Lex Luger,02:18:15,02:37:07,,"Crush, Shawn Michaels",4,0,0,face,,0,,,,,,1,,,,,,,,,,,,,
1995,20,18,Mantaur,02:19:16,02:28:48,,Lex Luger,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1995,21,23,Aldo Montoya,02:20:10,02:33:32,,Shawn Michaels,1,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1995,22,26,Henry O. Godwinn,02:21:12,02:35:52,,Lex Luger,1,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1995,23,20,Billy Gunn,02:22:10,02:29:35,,"Crush, Dick Murdoch",0,0,0,face,,1,Bart Gunn,,,,,0,,,,,,,,,,,,,
1995,24,19,Bart Gunn,02:23:15,02:29:34,,"Crush, Dick Murdoch",0,0,0,face,,1,Billy Gunn,,,,,0,,,,,,,,,,,,,
1995,25,17,Bob Backlund,02:24:30,02:25:33,,Lex Luger,0,0,0,heel,,0,,1,,,,1,,,,,,,,,,,,,
1995,26,21,Steven Dunn,02:25:15,02:29:45,,Aldo Montoya,0,0,0,heel,,1,Timothy Well,,,,,0,,,,,,,,,,,,,
1995,27,25,Dick Murdoch,02:26:30,02:34:38,,Henry O. Godwinn,0,2,0,neutral,,0,,,,,,0,,,,,,,,,,,,,
1995,28,22,Adam Bomb,02:27:36,02:32:56,,Crush,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1995,29,24,Fatu,02:28:27,02:34:00,,Crush,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1995,30,28,Crush,02:29:31,02:38:22,,The British Bulldog,2,3,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1996,1,19,Hunter Hearst Helmsley,00:58:46,01:46:44,,Diesel,0,1,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1996,2,2,Henry O. Godwinn,00:58:46,01:15:06,,Jake Roberts,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1996,3,1,Bob Backlund,01:01:06,01:13:29,,Yokozuna,0,0,0,heel,,0,,,,,,1,,,,,,,,,,,,,
1996,4,16,Jerry Lawler,01:03:12,01:39:15,,Shawn Michaels,0,0,0,heel,,0,,,,,,0,,,,,,,01:09:35,01:39:00,,,,,
1996,5,18,Bob Holly,01:04:53,01:44:28,,The Ringmaster,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1996,6,3,King Mabel,01:07:23,01:19:38,,Yokozuna,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1996,7,6,Jake Roberts,01:09:09,01:23:48,,Vader,0,1,0,face,,0,,,,,,0,,,,,,,,,,,,,
1996,8,5,Dory Funk Jr.,01:11:09,01:22:02,,Savio Vega,0,0,0,neutral,,0,,,,,,1,,,,,,,,,,,,,
1996,9,11,Yokozuna,01:13:14,01:32:28,,Shawn Michaels,3,0,0,heel,,1,Owen Hart,,,,,1,,,,,,,,,,,,,
1996,10,13,1-2-3 Kid,01:15:05,01:32:45,,Shawn Michaels,0,0,0,heel,,1,"Tatanka, Kama, Steve Austin",,,,,0,,,,,,,,,,,,,
1996,11,4,Takao Omori,01:17:05,01:19:53,,"Hunter Hearst Helmsley, Jake Roberts",0,0,0,neutral,,0,,,,,,0,,,,,,,,,,,,,
1996,12,10,Savio Vega,01:19:06,01:31:34,,Vader,1,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1996,13,12,Vader,01:21:27,01:32:28,,Shawn Michaels,4,0,0,heel,,0,,,,,,1,,,,,,,,,,,,,
1996,14,7,Doug Gilbert,01:23:11,01:26:09,,Vader,0,0,0,neutral,,0,,,,,,0,,,,,,,,,,,,,
1996,15,8,Squat Teamer 1,01:25:15,01:26:24,,Vader,0,0,0,heel,,1,Squat Teamer 1,,,,,0,,,,,,,,,,,,,
1996,16,9,Squat Teamer 2,01:27:45,01:28:07,,Yokozuna,0,0,0,heel,,1,Squat Teamer 2,,,,,0,,,,,,,,,,,,,
1996,17,21,Owen Hart,01:29:36,01:50:17,,Diesel and Shawn Michaels,2,0,0,heel,,1,Yokozuna,,,,,0,,,,,,,,,,,,,
1996,18,30,Shawn Michaels,01:31:24,01:57:30,,Winner,7,1,0,face,,1,Diesel,,,,,0,,,,,,,,,,,,,
1996,19,14,Hakushi,01:35:18,01:37:11,,Owen Hart,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1996,20,17,Tatanka,01:35:39,01:39:47,,Diesel,1,0,0,heel,,1,"1-2-3 Kid, Kama, Steve Austin",,,,,0,,,,,,,,,,,,,
1996,21,15,Aldo Montoya,01:37:20,01:39:12,,Tatanka,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1996,22,29,Diesel,01:39:41,01:57:30,,Shawn Michaels,3,2,0,neutral,,1,Shawn Michaels,,,,,1,,,,,,,,,,,,,
1996,23,28,Kama,01:41:30,01:57:26,,Diesel,0,1,0,heel,,1,"1-2-3 Kid,Tatanka, Steve Austin",,,,,0,,,,,,,,,,,,,
1996,24,23,Steve Austin,01:43:34,01:54:29,,Fatu,1,0,0,heel,,1,"1-2-3 Kid, Kama, Tatanka",,,,,0,,,,,,,,,,,,,
1996,25,20,Barry Horowitz,01:45:31,01:49:45,,Owen Hart,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1996,26,24,Fatu,01:47:41,01:54:48,,"Isaac Yankem, DDS",1,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1996,27,25,"Isaac Yankem, DDS",01:49:39,01:56:44,,Shawn Michaels,1,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1996,28,22,Marty Jannetty,01:51:31,01:54:06,,The British Bulldog,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1996,29,27,The British Bulldog,01:53:34,01:57:13,,Shawn Michaels,1,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1996,30,26,Duke Droese,01:55:40,01:56:50,,Diesel and Kama,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1997,1,3,Crush,01:25:18,01:31:30,,Phineas Godwinn,0,0,0,heel,,1,Farooq,,,,,0,,,,,,,,,,,,,
1997,2,2,Ahmed Johnson,01:25:18,01:28:14,,Ahmed Johnson,1,0,0,face,,0,,,1,,,0,,,,,,,,,,,,,
1997,3,1,"""Fake"" Razor Ramon",01:27:17,01:27:32,,Ahmed Johnson,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1997,4,4,Phineas I. Godwinn,01:28:53,01:31:46,,Stone Cold Steve Austin,1,0,0,face,,1,Henry O. Godwinn,,,,,0,,,,,,,,,,,,,
1997,5,30,Stone Cold Steve Austin,01:30:43,02:15:45,,Winner,7,0,3,heel,,0,,,,,,0,,,,,,,,,,,,,
1997,6,5,Bart Gunn,01:32:04,01:32:29,,Stone Cold Steve Austin,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1997,7,6,Jake Roberts,01:33:40,01:34:50,,Stone Cold Steve Austin,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1997,8,8,The British Bulldog,01:35:04,01:43:08,,Owen Hart,1,0,0,neutral,,1,Owen Hart,,,,,0,,,,,,,,,,,,,
1997,9,10,Pierroth,01:36:29,01:47:00,,Mil Mascaras,0,1,0,neutral,,0,,,,,,0,,,,,,,,,,,,,
1997,10,7,The Sultan,01:38:14,01:41:37,,The British Bulldog,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1997,11,11,Mil Mascaras,01:39:41,01:47:08,,Mil Mascaras,1,1,0,face,,0,,,1,,,0,,,,,,,,,,,,,
1997,12,12,Hunter Hearst Helmsley,01:40:58,01:47:40,,Goldust,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1997,13,17,Owen Hart,01:42:36,01:51:04,,Stone Cold Steve Austin,2,0,0,heel,,1,The British Bulldog,,,,,0,,,,,,,,,,,,,
1997,14,13,Goldust,01:43:59,01:49:33,,Owen Hart,1,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1997,15,9,Cibern??tico,01:45:28,01:46:52,,"Mil Mascaras, Pierroth",0,0,0,neutral,,0,,,,,,0,,,,,,,,,,,,,
1997,16,16,Marc Mero,01:47:10,01:51:04,,Stone Cold Steve Austin,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1997,17,14,Latin Lover,01:48:31,01:50:18,,Faarooq,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1997,18,15,Faarooq,01:49:59,01:50:40,,Ahmed Johnson,1,0,0,heel,,1,Crush,1,,,,0,,,,,,,,,,,,,
1997,19,18,Savio Vega,01:51:27,01:52:13,,Stone Cold Steve Austin,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1997,20,19,Jesse James,01:53:02,01:53:30,,Stone Cold Steve Austin,0,0,0,face,,0,,1,,,,0,,,,,,,,,,,,,
1997,21,29,Bret Hart,01:54:45,02:15:45,,Stone Cold Steve Austin,2,0,0,face,,0,,,,,,1,,,,,,,,,,,,,
1997,22,20,Jerry Lawler,01:56:18,01:56:23,,Bret Hart,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1997,23,28,"""Fake"" Diesel",01:57:51,02:15:41,,Bret Hart,0,0,0,heel,,0,,0,,,,0,,,,,,,,,,,,,
1997,24,24,Terry Funk,01:59:15,02:14:33,,Mankind,0,0,0,neutral,,0,,,,,,0,,,,,,,,,,,,,
1997,25,23,The Rock,02:00:44,02:13:45,,Mankind,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1997,26,25,Mankind,02:02:33,02:14:49,,The Undertaker,2,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1997,27,21,Flash Funk,02:03:50,02:10:01,,Vader,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1997,28,26,Vader,02:05:32,02:15:35,,Stone Cold Steve Austin,1,0,0,heel,,0,,1,,,,1,,,,,,,,,,,,,
1997,29,22,Henry O. Godwinn,02:06:55,02:13:06,,The Undertaker,0,0,0,face,,1,Phineas I. Godwinn,,,,,0,,,,,,,,,,,,,
1997,30,27,The Undertaker,02:08:50,02:15:36,,Stone Cold Steve Austin,2,0,0,face,,0,,1,,,,1,,,,,,,,,,,,,
1998,1,2,Cactus Jack,01:12:32,01:21:53,,Chainsaw Charlie,0,1,0,face,,1,Chainsaw Charlie,,,,,0,,,,,,,,,,,,,
1998,2,6,Chainsaw Charlie,01:12:32,01:37:53,,Mankind,1,1,0,face,,1,Cactus Jack,,,,,0,,,,,,,,,,,,,
1998,3,1,Tom Brandi,01:14:27,01:14:38,,"Cactus Jack, Chainsaw Charlie",0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1998,4,29,The Rock,01:16:25,02:07:56,,Stone Cold Steve Austin,2,1,0,heel,,1,"Mark Henry, Kama, Farooq, D'Lo Brown",,,,,0,,,,,,,,,,,,,
1998,5,3,Mosh,01:18:04,01:31:14,,Kurrgan,0,0,0,face,,1,Thrasher,,,,,0,,,,,,,,,,,,,
1998,6,13,Phineas I. Godwinn,01:19:58,01:48:44,,Mark Henry,0,1,0,heel,,1,Henry O. Godwinn,,,,,0,,,,,,,,,,,,,
1998,7,15,8-Ball,01:21:32,01:52:17,,Stone Cold Steve Austin,0,1,0,face,,1,"Chainz, Skull",,,,,0,,,,,,,,,,,,,
1998,8,16,Blackjack Bradshaw,01:23:25,01:59:12,,Dude Love,0,1,0,neutral,,0,,,,,,0,,,,,,,,,,,,,
1998,9,10,Owen Hart,01:25:15,01:43:44,,"Chyna, Triple H",1,0,0,face,,0,,1,,,,0,,,,,,,01:25:15,01:41:44,,,,,
1998,10,4,Steve Blackman,01:26:51,01:32:49,,Kurrgan,0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1998,11,17,D'Lo Brown,01:28:45,02:01:07,,Faarooq,0,1,0,heel,,1,"The Rock, Mark Henry, Kama, Farooq",,,,,0,,,,,,,,,,,,,
1998,12,5,Kurrgan,01:30:42,01:34:19,,"8-Ball, Bradshaw, Ken Shamrock Phineas I. Godwinn, The Rock",2,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1998,13,14,Marc Mero,01:32:27,01:52:05,,Stone Cold Steve Austin,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1998,14,9,Ken Shamrock,01:34:01,01:43:16,,The Rock,0,1,0,face,,0,,,,,,0,,,,,,,,,,,,,
1998,15,19,Thrasher,01:35:53,02:04:01,,Stone Cold Steve Austin,0,0,0,face,,1,Mosh,,,,,0,,,,,,,,,,,,,
1998,16,7,Mankind,01:37:42,01:40:21,,Goldust,1,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1998,17,24,Goldust,01:39:21,02:05:23,,Chainz,2,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1998,18,8,Jeff Jarrett,01:41:35,01:42:39,,Owen Hart,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1998,19,18,The Honky Tonk Man,01:43:04,02:03:01,,Vader,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1998,20,12,Ahmed Johnson,01:45:16,01:48:35,,"D'Lo Brown, Mark Henry",0,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1998,21,26,Mark Henry,01:46:49,02:05:56,,Faarooq,1,1,0,heel,,1,"The Rock, D'Lo Brown, Kama. Farooq",,,,,0,,,,,,,,,,,,,
1998,22,11,Skull,01:48:30,01:48:30,,DQ,0,0,0,face,,1,Chainz. 8-Ball,,,,,0,,,,,,,,,,,,,
1998,23,20,Kama Mustafa,01:50:12,02:04:09,,Stone Cold Steve Austin,0,0,0,heel,,1,"The Rock, D'Lo Brown, Mark Henry, Farooq",,,,,0,,,,,,,,,,,,,
1998,24,30,Stone Cold Steve Austin,01:52:01,02:07:56,,Winner,7,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1998,25,23,Henry O. Godwinn,01:53:39,02:05:11,,Dude Love,0,0,0,heel,,1,Phineas I. Godwinn,,,,,0,,,,,,,,,,,,,
1998,26,21,Savio Vega,01:55:25,02:04:53,,Stone Cold Steve Austin,0,0,0,heel,,0,,,,,,0,,,,,,,,,,,,,
1998,27,28,Faarooq,01:57:22,02:07:25,,The Rock,3,0,0,heel,,1,"The Rock, D'Lo Brown, Kama, Mark Henry",,,,,1,,,,,,,,,,,,,
1998,28,27,Dude Love,01:59:08,02:07:01,,Faarooq,2,0,0,face,,0,,,,,,0,,,,,,,,,,,,,
1998,29,25,Chainz,02:00:49,02:05:45,,Stone Cold Steve Austin,1,0,0,face,,1,Skull. 8-Ball,,,,,0,,,,,,,,,,,,,
1998,30,22,Vader,02:02:47,02:05:01,,Goldust,1,0,0,heel,,0,,,,,,1,,,,,,,,,,,,,
