,year,entry_num,exit_num,name,entry_time,exit_time,total_time,elim_by,solo_elim,group_elim,illegal_elim,alignment,tag_overlap,tag_team,tag_partner,illegal_exit,accidental_exit,cum_elim,avg_cum_elim,world_champ,Unnamed: 20,cum_time,avg_cum_time,prev_app,us_champ,cruise_champ,euro_champ,total_elim
139,1992,30,24,The Warlord,3511,3613,102,"Hulk Hogan, Sid Justice",0,0,0,heel,,1.0,The Barbarian,0.0,,0.0,0.0,0,,696.0,174.0,3.0,,,,0
140,1993,1,4,Ric Flair,0,1121,1121,Mr. Perfect,1,0,0,heel,,0.0,0,0.0,,6.0,3.0,1,,4691.0,2345.0,1.0,,,,1
141,1993,2,28,Bob Backlund,0,3675,3675,Yokozuna,2,0,0,face,,0.0,0,0.0,,2.0,2.0,1,,3675.0,3675.0,0.0,,,,2
142,1993,3,1,Papa Shango,129,157,28,Ric Flair,0,0,0,heel,,0.0,0,0.0,,0.0,0.0,0,,28.0,28.0,0.0,,,,0
143,1993,4,13,Ted DiBiase,252,1748,1496,The Undertaker,3,1,0,heel,,1.0,Irwin R. Schyster,0.0,,10.0,2.0,0,,4769.0,1192.0,3.0,,,,4
144,1993,5,2,Brian Knobbs,363,542,179,Ted DiBiase,0,0,0,face,,1.0,Jerry Sags,0.0,,3.0,1.0,0,,787.0,393.0,1.0,,,,0
145,1993,6,7,Virgil,486,1516,1030,The Berzerker,0,0,0,face,,0.0,0,0.0,,1.0,0.0,0,,1480.0,740.0,1.0,,,,0
146,1993,7,6,Jerry Lawler,620,1496,876,Mr. Perfect,1,0,1,heel,,0.0,0,0.0,,2.0,2.0,0,,876.0,876.0,0.0,,,,2
147,1993,8,3,Max Moon,726,844,118,Jerry Lawler,0,0,0,face,,0.0,0,0.0,,0.0,0.0,0,,118.0,118.0,0.0,,,,0
148,1993,9,10,Genichiro Tenryu,854,1651,797,The Undertaker,0,0,0,neutral,,0.0,0,0.0,,0.0,0.0,0,,797.0,797.0,0.0,,,,0
149,1993,10,8,Mr. Perfect,975,1530,555,"Jerry Lawler, Koko B. Ware, Ted DiBiase",3,0,0,face,,0.0,0,1.0,,5.0,1.0,0,,3419.0,854.0,3.0,,,,3
150,1993,11,5,Skinner,1097,1281,184,Mr. Perfect,0,0,0,heel,,0.0,0,0.0,,0.0,0.0,0,,317.0,158.0,1.0,,,,0
151,1993,12,12,Koko B. Ware,1217,1729,512,Ted DiBiase,0,1,0,face,,1.0,Owen Hart,0.0,,1.0,0.0,0,,677.0,225.0,2.0,,,,1
152,1993,13,9,Samu,1339,1629,290,The Undertaker,0,0,0,heel,,1.0,Fatu,0.0,,0.0,0.0,0,,290.0,290.0,0.0,,,,0
153,1993,14,14,The Berzerker,1463,1783,320,The Undertaker,1,0,0,heel,,0.0,0,0.0,,1.0,0.0,0,,860.0,430.0,1.0,,,,1
154,1993,15,15,The Undertaker,1598,1852,254,Giant Gonzalez,4,0,0,face,,0.0,0,1.0,,8.0,2.0,1,,1945.0,648.0,2.0,,,,4
155,1993,16,11,Terry Taylor,1704,1729,25,Ted DiBiase,0,0,0,heel,,0.0,0,0.0,,0.0,0.0,0,,25.0,25.0,0.0,,,,0
156,1993,17,17,Damien Demento,2021,2761,740,Carlos Colon,0,0,0,heel,,0.0,0,0.0,,0.0,0.0,0,,740.0,740.0,0.0,,,,0
157,1993,18,19,Irwin R. Schyster,2021,2976,955,Earthquake,0,0,0,heel,,1.0,Ted DiBiase,0.0,,0.0,0.0,0,,2578.0,1289.0,1.0,,,,0
158,1993,19,20,Tatanka,2073,3086,1013,Yokozuna,0,0,0,face,,0.0,0,0.0,,0.0,0.0,0,,1013.0,1013.0,0.0,,,,0
159,1993,20,24,Jerry Sags,2196,3507,1311,Owen Hart,0,0,0,face,,1.0,Brian Knobbs,0.0,,0.0,0.0,0,,1380.0,690.0,1.0,,,,0
160,1993,21,16,Typhoon,2320,2633,313,Earthquake,0,0,0,heel,,1.0,Earthquake,0.0,,0.0,0.0,0,,313.0,313.0,0.0,,,,0
161,1993,22,18,Fatu,2450,2841,391,Bob Backlund,0,0,0,heel,,1.0,Samu,0.0,,0.0,0.0,0,,391.0,391.0,0.0,,,,0
162,1993,23,22,Earthquake,2575,3236,661,Yokozuna,2,0,0,heel,,1.0,Typhoon,0.0,,8.0,2.0,0,,2297.0,765.0,2.0,,,,2
163,1993,24,21,Carlos Colon,2703,3148,445,Yokozuna,1,0,0,face,,,0,0.0,,1.0,1.0,0,,445.0,445.0,0.0,,,,1
164,1993,25,23,Tito Santana,2826,3489,663,Yokozuna,0,0,0,face,,,0,0.0,,1.0,0.0,0,,5038.0,839.0,5.0,,,,0
165,1993,26,27,Rick Martel,2950,3632,682,Bob Backlund,0,0,0,heel,,,0,0.0,,8.0,1.0,0,,5512.0,1102.0,4.0,,,,0
166,1993,27,30,Yokozuna,3106,3999,893,Winner,7,0,0,heel,,,0,0.0,,7.0,7.0,0,,893.0,893.0,0.0,,,,7
167,1993,28,25,Owen Hart,3198,3536,338,Yokozuna,1,0,0,face,,1.0,Koko B. Ware,0.0,,1.0,1.0,0,,338.0,338.0,0.0,,,,1
168,1993,29,26,Repo Man,3331,3542,211,Randy Savage,0,0,0,heel,,,0,0.0,,2.0,1.0,0,,596.0,298.0,1.0,,,,0
169,1993,30,29,Randy Savage,3457,3999,542,Yokozuna,1,0,0,face,,,0,0.0,,7.0,1.0,1,,3245.0,649.0,4.0,,,,1
170,1994,1,4,Scott Steiner,0,543,543,Diesel,1,0,0,face,,1.0,Rick Steiner,0.0,,1.0,1.0,0,,543.0,543.0,0.0,,,,1
171,1994,2,1,Samu,0,196,196,Scott Steiner,0,0,0,heel,,1.0,Fatu,0.0,,0.0,0.0,0,,486.0,243.0,1.0,,,,0
172,1994,3,2,Rick Steiner,113,350,237,Owen Hart,0,0,0,face,,1.0,Scott Steiner,0.0,,0.0,0.0,0,,237.0,237.0,0.0,,,,0
173,1994,4,6,Kwang,207,564,357,Diesel,0,0,0,heel,,0.0,0,,,0.0,0.0,0,,357.0,357.0,0.0,,,,0
174,1994,5,5,Owen Hart,300,550,250,Diesel,1,0,0,heel,,0.0,0,,,2.0,1.0,0,,588.0,294.0,1.0,,,,1
175,1994,6,3,Bart Gunn,387,537,150,Diesel,0,0,0,face,,1.0,Billy Gunn,,,0.0,0.0,0,,150.0,150.0,0.0,,,,0
176,1994,7,13,Diesel,497,1560,1063,"Bam Bam Bigelow, Crush, Mabel, Thurman""Sparky"" Plugg, Shawn Michaels",7,0,0,heel,,1.0,Shawn Michaels,,,7.0,7.0,0,,1063.0,1063.0,0.0,,,,7
177,1994,8,7,Bob Backlund,579,620,41,Diesel,0,0,0,face,,0.0,0,,,2.0,1.0,1,,3716.0,1858.0,1.0,,,,0
178,1994,9,8,Billy Gunn,673,687,14,Diesel,0,0,0,face,,1.0,Bart Gunn,,,0.0,0.0,0,,14.0,14.0,0.0,,,,0
179,1994,10,9,Virgil,763,795,32,Diesel,0,0,0,face,,0.0,0,,,1.0,0.0,0,,1512.0,504.0,2.0,,,,0
180,1994,11,11,Randy Savage,872,1150,278,Crush,1,0,0,face,,0.0,0,,,8.0,1.0,1,,3523.0,587.0,5.0,,,,1
181,1994,12,10,Jeff Jarrett,955,1034,79,Randy Savage,0,0,0,heel,,0.0,0,,,0.0,0.0,0,,79.0,79.0,0.0,,,,0
182,1994,13,17,Crush,1054,2559,1505,"Bam Bam Bigelow, Bret Hart, Lex Luger, Thurmann ""Sparky"" Plugg",1,2,0,heel,,0.0,0,,,3.0,1.0,0,,2622.0,1311.0,1.0,,,,3
183,1994,14,12,Doink the Clown,1161,1272,111,Bam Bam Bigelow,0,0,0,face,,0.0,0,,,0.0,0.0,0,,111.0,111.0,0.0,,,,0
184,1994,15,24,Bam Bam Bigelow,1252,3066,1814,Lex Luger,2,3,0,heel,,0.0,0,,,5.0,5.0,0,,1814.0,1814.0,0.0,,,,5
185,1994,16,14,Mabel,1356,1952,596,"Bam Bam Bigelow, Crush, Great Kabuki, Greg Valentine, Shawn Michaels, Tatanka, Thurmann ""Sparky"" Plugg",0,1,0,face,,1.0,Mo,,,1.0,1.0,0,,596.0,596.0,0.0,,,,1
186,1994,17,18,"Thurman ""Sparky"" Plugg",1426,2721,1295,"Bret Hart, Shawn Michaels",0,3,0,face,,0.0,0,,,3.0,3.0,0,,1295.0,1295.0,0.0,,,,3
187,1994,18,28,Shawn Michaels,1523,3283,1760,Lex Luger,1,3,0,heel,,1.0,Diesel,,,6.0,1.0,0,,3590.0,897.0,3.0,,,,4
188,1994,19,22,Mo,1628,2996,1368,Fatu,0,0,0,face,,1.0,Mabel,,,0.0,0.0,0,,1368.0,1368.0,0.0,,,,0
189,1994,20,19,Greg Valentine,1714,2956,1242,Rick Martel,0,0,0,face,,0.0,0,,,1.0,0.0,0,,5341.0,1335.0,3.0,,,,0
190,1994,21,23,Tatanka,1807,3016,1209,Bam Bam Bigelow,1,1,0,face,,0.0,0,,,2.0,1.0,0,,2222.0,1111.0,1.0,,,,2
191,1994,22,15,The Great Kabuki,1913,2020,107,Lex Luger,0,1,0,heel,,0.0,0,,,1.0,1.0,0,,107.0,107.0,0.0,,,,1
192,1994,23,29,Lex Luger,1996,3307,1311,Bret Hart,4,2,0,face,,0.0,0,,,6.0,6.0,1,,1311.0,1311.0,0.0,,,,6
193,1994,24,26,Genichiro Tenryu,2108,3151,1043,"Bret Hart, Lex Luger",0,0,0,heel,,0.0,0,,,0.0,0.0,0,,1840.0,920.0,1.0,,,,0
194,1994,25,16,Bastion Booger,2184,2184,0,DQ,0,0,0,heel,,0.0,0,,,0.0,0.0,0,,0.0,0.0,0.0,,,,0
195,1994,26,20,Rick Martel,2291,2973,682,Tatanka,1,0,0,heel,,0.0,0,,,9.0,1.0,0,,6194.0,1032.0,5.0,,,,1
196,1994,27,29,Bret Hart,2409,3307,898,Lex Luger,2,2,0,face,,0.0,0,,,5.0,1.0,1,,4660.0,1165.0,3.0,,,,4
197,1994,28,27,Fatu,2498,3282,784,Bret Hart,1,0,0,heel,,1.0,Samu,,,1.0,0.0,0,,1175.0,587.0,1.0,,,,1
198,1994,29,25,Marty Jannetty,2573,3073,500,Shawn Michaels,0,0,0,face,,0.0,0,,,1.0,0.0,0,,1068.0,356.0,2.0,,,,0
199,1994,30,21,Adam Bomb,2694,2990,296,Lex Luger,0,0,0,heel,,0.0,0,,,0.0,0.0,0,,296.0,296.0,0.0,,,,0
200,1995,1,30,Shawn Michaels,0,2321,2321,Winner,7,1,0,heel,,0.0,0,,,14.0,2.0,0,,5911.0,1182.0,4.0,,,,8
201,1995,2,29,The British Bulldog,0,2321,2321,Shawn Michaels,4,0,0,face,,0.0,0,,,10.0,3.0,0,,5946.0,1982.0,2.0,,,,4
202,1995,3,9,Eli Blu,73,670,597,Sione,1,0,0,heel,,0.0,0,,,1.0,1.0,0,,597.0,597.0,0.0,,,,1
203,1995,4,3,Duke Droese,127,618,491,Shawn Michaels,0,0,0,face,,0.0,0,,,0.0,0.0,0,,491.0,491.0,0.0,,,,0
204,1995,5,1,Jimmy Del Ray,185,270,85,The British Bulldog,0,0,0,heel,,1.0,Tom Prichard,,,0.0,0.0,0,,85.0,85.0,0.0,,,,0
205,1995,6,10,Sione,254,670,416,Eli Blu,3,0,0,heel,,1.0,Fatu,,,3.0,3.0,0,,416.0,416.0,0.0,,,,3
206,1995,7,6,Tom Prichard,308,638,330,Shawn Michaels,0,0,0,heel,,1.0,Jimmy Del Ray,,,0.0,0.0,0,,330.0,330.0,0.0,,,,0
207,1995,8,7,Doink the Clown,372,661,289,Kwang,0,0,0,face,,0.0,0,,,0.0,0.0,0,,400.0,200.0,1.0,,,,0
208,1995,9,8,Kwang,425,665,240,Sione,1,0,0,heel,,0.0,0,,,1.0,0.0,0,,597.0,298.0,1.0,,,,1
209,1995,10,5,Rick Martel,488,636,148,Sione,0,0,0,heel,,0.0,0,,,9.0,1.0,0,,6342.0,906.0,6.0,,,,0
210,1995,11,2,Owen Hart,606,609,3,The British Bulldog,0,0,0,heel,,0.0,0,1.0,,2.0,0.0,0,,591.0,197.0,2.0,,,,0
211,1995,12,4,Timothy Well,610,632,22,The British Bulldog,0,0,0,heel,,1.0,Jacob Dunn,,,0.0,0.0,0,,22.0,22.0,0.0,,,,0
212,1995,13,11,Bushwhacker Luke,673,685,12,Shawn Michaels,0,0,0,face,,1.0,Bushwhacker Butch,,,0.0,0.0,0,,213.0,71.0,2.0,,,,0
213,1995,14,12,Jacob Blu,727,744,17,Shawn Michaels,0,0,0,heel,,1.0,Eli Blu,,,0.0,0.0,0,,17.0,17.0,0.0,,,,0
214,1995,15,14,King Kong Bundy,800,979,179,Mabel,1,0,0,heel,,0.0,0,,,1.0,1.0,0,,179.0,179.0,0.0,,,,1
215,1995,16,13,Mo,846,850,4,King Kong Bundy,0,0,0,face,,1.0,Mabel,,,0.0,0.0,0,,1372.0,686.0,1.0,,,,0
216,1995,17,16,Mabel,920,1037,117,Lex Luger,1,0,0,face,,1.0,Mo,,,2.0,1.0,0,,713.0,356.0,1.0,,,,1
217,1995,18,15,Bushwhacker Butch,975,993,18,Shawn Michaels,0,0,0,face,,1.0,Bushwhacker Luke,,,1.0,0.0,0,,1721.0,573.0,2.0,,,,0
218,1995,19,27,Lex Luger,1029,2161,1132,"Crush, Shawn Michaels",4,0,0,face,,0.0,0,,,10.0,5.0,1,,2443.0,1221.0,1.0,,,,4
219,1995,20,18,Mantaur,1090,1662,572,Lex Luger,0,0,0,heel,,0.0,0,,,0.0,0.0,0,,572.0,572.0,0.0,,,,0
220,1995,21,23,Aldo Montoya,1144,1946,802,Shawn Michaels,1,0,0,face,,0.0,0,,,1.0,1.0,0,,802.0,802.0,0.0,,,,1
221,1995,22,26,Henry O. Godwinn,1206,2086,880,Lex Luger,1,0,0,heel,,0.0,0,,,1.0,1.0,0,,880.0,880.0,0.0,,,,1
222,1995,23,20,Billy Gunn,1264,1709,445,"Crush, Dick Murdoch",0,0,0,face,,1.0,Bart Gunn,,,0.0,0.0,0,,459.0,229.0,1.0,,,,0
223,1995,24,19,Bart Gunn,1329,1708,379,"Crush, Dick Murdoch",0,0,0,face,,1.0,Billy Gunn,,,0.0,0.0,0,,529.0,264.0,1.0,,,,0
224,1995,25,17,Bob Backlund,1453,1467,14,Lex Luger,0,0,0,heel,,0.0,0,1.0,,2.0,0.0,1,,3730.0,1243.0,2.0,,,,0
225,1995,26,21,Steven Dunn,1449,1719,270,Aldo Montoya,0,0,0,heel,,1.0,Timothy Well,,,0.0,0.0,0,,270.0,270.0,0.0,,,,0
226,1995,27,25,Dick Murdoch,1524,2012,488,Henry O. Godwinn,0,2,0,neutral,,0.0,0,,,2.0,2.0,0,,488.0,488.0,0.0,,,,2
227,1995,28,22,Adam Bomb,1590,1910,320,Crush,0,0,0,face,,0.0,0,,,0.0,0.0,0,,616.0,308.0,1.0,,,,0
228,1995,29,24,Fatu,1641,1974,333,Crush,0,0,0,face,,0.0,0,,,1.0,0.0,0,,1508.0,502.0,2.0,,,,0
229,1995,30,28,Crush,1705,2236,531,The British Bulldog,2,3,0,heel,,0.0,0,,,8.0,2.0,0,,3153.0,1051.0,2.0,,,,5
230,1996,1,19,Hunter Hearst Helmsley,0,2878,2878,Diesel,0,1,0,heel,,0.0,0,,,1.0,1.0,0,,2878.0,2878.0,0.0,,,,1
231,1996,2,2,Henry O. Godwinn,0,980,980,Jake Roberts,0,0,0,face,,0.0,0,,,1.0,0.0,0,,1860.0,930.0,1.0,,,,0
232,1996,3,1,Bob Backlund,140,883,743,Yokozuna,0,0,0,heel,,0.0,0,,,2.0,0.0,1,,4473.0,1118.0,3.0,,,,0
233,1996,4,16,Jerry Lawler,266,2429,2163,Shawn Michaels,0,0,0,heel,,0.0,0,,,2.0,1.0,0,,3039.0,1519.0,1.0,,,,0
234,1996,5,18,Bob Holly,367,2742,2375,The Ringmaster,0,0,0,face,,0.0,0,,,0.0,0.0,0,,2375.0,2375.0,0.0,,,,0
235,1996,6,3,King Mabel,517,1252,735,Yokozuna,0,0,0,heel,,0.0,0,,,0.0,0.0,0,,735.0,735.0,0.0,,,,0
236,1996,7,6,Jake Roberts,623,1502,879,Vader,0,1,0,face,,0.0,0,,,4.0,0.0,0,,4366.0,727.0,5.0,,,,1
237,1996,8,5,Dory Funk Jr.,743,1396,653,Savio Vega,0,0,0,neutral,,0.0,0,,,0.0,0.0,1,,653.0,653.0,0.0,,,,0
238,1996,9,11,Yokozuna,868,2022,1154,Shawn Michaels,3,0,0,heel,,1.0,Owen Hart,,,10.0,5.0,1,,2047.0,1023.0,1.0,,,,3
239,1996,10,13,1-2-3 Kid,979,2039,1060,Shawn Michaels,0,0,0,heel,,1.0,"Tatanka, Kama, Steve Austin",,,0.0,0.0,0,,1060.0,1060.0,0.0,,,,0
240,1996,11,4,Takao Omori,1099,1267,168,"Hunter Hearst Helmsley, Jake Roberts",0,0,0,neutral,,0.0,0,,,0.0,0.0,0,,168.0,168.0,0.0,,,,0
241,1996,12,10,Savio Vega,1220,1968,748,Vader,1,0,0,face,,0.0,0,,,1.0,1.0,0,,748.0,748.0,0.0,,,,1
242,1996,13,12,Vader,1361,2022,661,Shawn Michaels,4,0,0,heel,,0.0,0,,,4.0,4.0,1,,661.0,661.0,0.0,,,,4
243,1996,14,7,Doug Gilbert,1465,1643,178,Vader,0,0,0,neutral,,0.0,0,,,0.0,0.0,0,,178.0,178.0,0.0,,,,0
244,1996,15,8,Squat Teamer 1,1589,1658,69,Vader,0,0,0,heel,,1.0,Squat Teamer 1,,,0.0,0.0,0,,69.0,69.0,0.0,,,,0
245,1996,16,9,Squat Teamer 2,1739,1761,22,Yokozuna,0,0,0,heel,,1.0,Squat Teamer 2,,,0.0,0.0,0,,22.0,22.0,0.0,,,,0
246,1996,17,21,Owen Hart,1850,3091,1241,Diesel and Shawn Michaels,2,0,0,heel,,1.0,Yokozuna,,,4.0,1.0,0,,1832.0,458.0,3.0,,,,2
247,1996,18,30,Shawn Michaels,1958,3524,1566,Winner,7,1,0,face,,1.0,Diesel,,,22.0,3.0,0,,7477.0,1246.0,5.0,,,,8
248,1996,19,14,Hakushi,2192,2305,113,Owen Hart,0,0,0,face,,0.0,0,,,0.0,0.0,0,,113.0,113.0,0.0,,,,0
249,1996,20,17,Tatanka,2213,2461,248,Diesel,1,0,0,heel,,1.0,"1-2-3 Kid, Kama, Steve Austin",,,3.0,1.0,0,,2470.0,823.0,2.0,,,,1
250,1996,21,15,Aldo Montoya,2314,2426,112,Tatanka,0,0,0,face,,0.0,0,,,1.0,0.0,0,,914.0,457.0,1.0,,,,0
251,1996,22,29,Diesel,2455,3524,1069,Shawn Michaels,3,2,0,neutral,,1.0,Shawn Michaels,,,12.0,6.0,1,,2132.0,1066.0,1.0,,,,5
252,1996,23,28,Kama,2564,3520,956,Diesel,0,1,0,heel,,1.0,"1-2-3 Kid,Tatanka, Steve Austin",,,1.0,1.0,0,,956.0,956.0,0.0,,,,1
253,1996,24,23,Steve Austin,2688,3343,655,Fatu,1,0,0,heel,,1.0,"1-2-3 Kid, Kama, Tatanka",,,1.0,1.0,0,,655.0,655.0,0.0,,,,1
254,1996,25,20,Barry Horowitz,2805,3059,254,Owen Hart,0,0,0,face,,0.0,0,,,0.0,0.0,0,,254.0,254.0,0.0,,,,0
255,1996,26,24,Fatu,2935,3362,427,"Isaac Yankem, DDS",1,0,0,face,,0.0,0,,,2.0,0.0,0,,1935.0,483.0,3.0,,,,1
256,1996,27,25,"Isaac Yankem, DDS",3053,3478,425,Shawn Michaels,1,0,0,heel,,0.0,0,,,1.0,1.0,0,,425.0,425.0,0.0,,,,1
257,1996,28,22,Marty Jannetty,3165,3320,155,The British Bulldog,0,0,0,face,,0.0,0,,,1.0,0.0,0,,1223.0,305.0,3.0,,,,0
258,1996,29,27,The British Bulldog,3288,3507,219,Shawn Michaels,1,0,0,heel,,0.0,0,,,11.0,2.0,0,,6165.0,1541.0,3.0,,,,1
259,1996,30,26,Duke Droese,3414,3484,70,Diesel and Kama,0,0,0,face,,0.0,0,,,0.0,0.0,0,,561.0,280.0,1.0,,,,0
260,1997,1,3,Crush,0,372,372,Phineas Godwinn,0,0,0,heel,,1.0,Farooq,,,8.0,2.0,0,,3525.0,881.0,3.0,,,,0
261,1997,2,2,Ahmed Johnson,0,176,176,Ahmed Johnson,1,0,0,face,,0.0,0,,1.0,1.0,1.0,0,,176.0,176.0,0.0,,,,1
262,1997,3,1,"""Fake"" Razor Ramon",119,134,15,Ahmed Johnson,0,0,0,heel,,0.0,0,,,0.0,0.0,0,,15.0,15.0,0.0,,,,0
263,1997,4,4,Phineas I. Godwinn,215,388,173,Stone Cold Steve Austin,1,0,0,face,,1.0,Henry O. Godwinn,,,1.0,1.0,0,,173.0,173.0,0.0,,,,1
264,1997,5,30,Stone Cold Steve Austin,325,3027,2702,Winner,7,0,3,heel,,0.0,0,,,10.0,10.0,0,,2702.0,2702.0,0.0,,,,10
265,1997,6,5,Bart Gunn,406,431,25,Stone Cold Steve Austin,0,0,0,face,,0.0,0,,,0.0,0.0,0,,554.0,184.0,2.0,,,,0
266,1997,7,6,Jake Roberts,502,572,70,Stone Cold Steve Austin,0,0,0,face,,0.0,0,,,4.0,0.0,0,,4436.0,633.0,6.0,,,,0
267,1997,8,8,The British Bulldog,586,1070,484,Owen Hart,1,0,0,neutral,,1.0,Owen Hart,,,12.0,2.0,0,,6649.0,1329.0,4.0,,,,1
268,1997,9,10,Pierroth,671,1302,631,Mil Máscaras,0,1,0,neutral,,0.0,0,,,1.0,1.0,0,,631.0,631.0,0.0,,,,1
269,1997,10,7,The Sultan,776,979,203,The British Bulldog,0,0,0,heel,,0.0,0,,,0.0,0.0,0,,203.0,203.0,0.0,,,,0
270,1997,11,11,Mil Máscaras,863,1310,447,Mil Máscaras,1,1,0,face,,0.0,0,,1.0,2.0,2.0,0,,447.0,447.0,0.0,,,,2
271,1997,12,12,Hunter Hearst Helmsley,940,1342,402,Goldust,0,0,0,heel,,0.0,0,,,1.0,0.0,0,,3280.0,1640.0,1.0,,,,0
272,1997,13,17,Owen Hart,1038,1546,508,Stone Cold Steve Austin,2,0,0,heel,,1.0,The British Bulldog,,,6.0,1.0,0,,2340.0,468.0,4.0,,,,2
273,1997,14,13,Goldust,1121,1455,334,Owen Hart,1,0,0,face,,0.0,0,,,1.0,1.0,0,,334.0,334.0,0.0,,,,1
274,1997,15,9,Cibernético,1210,1294,84,Mil Máscaras and Pierroth,0,0,0,neutral,,0.0,0,,,0.0,0.0,0,,84.0,84.0,0.0,,,,0
275,1997,16,16,Marc Mero,1312,1546,234,Stone Cold Steve Austin,0,0,0,face,,0.0,0,,,0.0,0.0,0,,234.0,234.0,0.0,,,,0
276,1997,17,14,Latin Lover,1393,1500,107,Faarooq,0,0,0,face,,0.0,0,,,0.0,0.0,0,,107.0,107.0,0.0,,,,0
277,1997,18,15,Faarooq,1481,1522,41,Ahmed Johnson,1,0,0,heel,,1.0,Crush,1.0,,1.0,1.0,0,,41.0,41.0,0.0,,,,1
278,1997,19,18,Savio Vega,1569,1615,46,Stone Cold Steve Austin,0,0,0,face,,0.0,0,,,1.0,0.0,0,,794.0,397.0,1.0,,,,0
279,1997,20,19,Jesse James,1664,1692,28,Stone Cold Steve Austin,0,0,0,face,,0.0,0,1.0,,0.0,0.0,0,,28.0,28.0,0.0,,,,0
280,1997,21,29,Bret Hart,1767,3027,1260,Stone Cold Steve Austin,2,0,0,face,,0.0,0,,,7.0,1.0,1,,5920.0,1184.0,4.0,,,,2
281,1997,22,20,Jerry Lawler,1860,1865,5,Bret Hart,0,0,0,heel,,0.0,0,,,2.0,0.0,0,,3044.0,1014.0,2.0,,,,0
282,1997,23,28,"""Fake"" Diesel",1953,3023,1070,Bret Hart,0,0,0,heel,,0.0,0,0.0,,0.0,0.0,0,,1070.0,1070.0,0.0,,,,0
283,1997,24,24,Terry Funk,2037,2955,918,Mankind,0,0,0,neutral,,0.0,0,,,0.0,0.0,0,,918.0,918.0,0.0,,,,0
284,1997,25,23,The Rock,2126,2907,781,Mankind,0,0,0,face,,0.0,0,,,0.0,0.0,0,,781.0,781.0,0.0,,,,0
285,1997,26,25,Mankind,2235,2971,736,The Undertaker,2,0,0,heel,,0.0,0,,,2.0,2.0,0,,736.0,736.0,0.0,,,,2
286,1997,27,21,Flash Funk,2312,2683,371,Vader,0,0,0,face,,0.0,0,,,0.0,0.0,0,,371.0,371.0,0.0,,,,0
287,1997,28,26,Vader,2414,3017,603,Stone Cold Steve Austin,1,0,0,heel,,0.0,0,1.0,,5.0,2.0,1,,1264.0,632.0,1.0,,,,1
288,1997,29,22,Henry O. Godwinn,2497,2868,371,The Undertaker,0,0,0,face,,1.0,Phineas I. Godwinn,,,1.0,0.0,0,,2231.0,743.0,2.0,,,,0
289,1997,30,27,The Undertaker,2612,3018,406,Stone Cold Steve Austin,2,0,0,face,,0.0,0,1.0,,10.0,2.0,1,,2351.0,587.0,3.0,,,,2
